=== SNAPSHOT ===
url: https://www.ebay.com/sch/i.html?_nkw=16GB%20RAM%20512GB%20SSD%20laptop&_sacat=0&_from=R40&rt=nc&_udlo=600&_udhi=900
title: 16GB Ram 512GB Ssd Laptop for sale | eBay
[176] ref=e176 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "Home & Garden"
[180] ref=e180 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "Books & Magazines"
[187] ref=e187 <button> role=button actions=click visible=true viewport=true hit=true occluded=false "Update your location Shipping to 08223"
[195] ref=e195 <div> role=button actions=click visible=true viewport=true hit=true occluded=false "Shipping and pickup"
[201] ref=e201 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "Arrives in 2-4 days"
[210] ref=e210 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "Free International Shipping"
[219] ref=e219 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "Local Pickup within 25 miles"
[229] ref=e229 <button> role=button actions=click visible=true viewport=true hit=true occluded=false "25 mi"
[236] ref=e236 <div> role=button actions=click visible=true viewport=true hit=true occluded=false "RAM Size"
[242] ref=e242 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "16 GB (1,509) Items"
[253] ref=e253 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "32 GB (182) Items"
[264] ref=e264 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "8 GB (45) Items"
[275] ref=e275 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "64 GB (220) Items"
[286] ref=e286 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "512 GB (153) Items"
[297] ref=e297 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "4 GB (3) Items"
[308] ref=e308 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "24 GB (31) Items"
[319] ref=e319 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "256 GB (13) Items"
[330] ref=e330 <button> role=button actions=click visible=true viewport=false hit=false occluded=false "see all - RAM Size - opens dialog"
[335] ref=e335 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Screen Size"
[341] ref=e341 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Less Than 12 in (26) Items"
[352] ref=e352 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "12-12.9 in (23) Items"
[363] ref=e363 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "13-13.9 in (146) Items"
[374] ref=e374 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "14-14.9 in (507) Items"
[385] ref=e385 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "15-15.9 in (747) Items"
[396] ref=e396 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "16-17 in (213) Items"
[407] ref=e407 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "More Than 17 in (250) Items"
[418] ref=e418 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Not Specified (101) Items"
[429] ref=e429 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Processor"
[435] ref=e435 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "AMD Ryzen 5 (113) Items"
[446] ref=e446 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "AMD Ryzen 7 (107) Items"
[457] ref=e457 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Intel Core i5 11th Gen. (25) Items"
[468] ref=e468 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Intel Core i5 8th Gen. (47) Items"
[479] ref=e479 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Intel Core i7 10th Gen. (40) Items"
[490] ref=e490 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Intel Core i7 11th Gen. (71) Items"
[501] ref=e501 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Intel Core i7 12th Gen. (67) Items"
[512] ref=e512 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Intel Core i7 8th Gen. (106) Items"
[523] ref=e523 <button> role=button actions=click visible=true viewport=false hit=false occluded=false "see all - Processor - opens dialog"
[528] ref=e528 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Operating System"
[534] ref=e534 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Chrome OS (2) Items"
[545] ref=e545 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Not Included (9) Items"
[556] ref=e556 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Windows 10 (123) Items"
[567] ref=e567 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Windows 10 Home (40) Items"
[578] ref=e578 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Windows 10 Pro (152) Items"
[589] ref=e589 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Windows 11 Home (525) Items"
[600] ref=e600 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Windows 11 Pro (869) Items"
[611] ref=e611 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Windows 7 (14) Items"
[622] ref=e622 <button> role=button actions=click visible=true viewport=false hit=false occluded=false "see all - Operating System - opens dialog"
[627] ref=e627 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Brand"
[633] ref=e633 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Acer (57) Items"
[644] ref=e644 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Alienware (11) Items"
[655] ref=e655 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "ASUS (199) Items"
[666] ref=e666 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Dell (559) Items"
[677] ref=e677 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "HP (538) Items"
[688] ref=e688 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Lenovo (327) Items"
[699] ref=e699 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Microsoft (63) Items"
[710] ref=e710 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "MSI (66) Items"
[721] ref=e721 <button> role=button actions=click visible=true viewport=false hit=false occluded=false "see all - Brand - opens dialog"
[726] ref=e726 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Features"
[730] ref=e730 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "SSD Capacity"
[734] ref=e734 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Hard Drive Capacity"
[738] ref=e738 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Graphics Processing Type"
[742] ref=e742 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Price"
[749] ref=e749 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Under $120.00"
[757] ref=e757 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "$120.00 to $250.00"
[765] ref=e765 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Over $250.00"
[783] ref=e783 <input> role=textbox actions=click,type,focus visible=true viewport=false hit=false occluded=false "Minimum value $600"
[795] ref=e795 <input> role=textbox actions=click,type,focus visible=true viewport=false hit=false occluded=false "Maximum value $900"
[797] ref=e797 <button> role=button actions=click visible=true viewport=false hit=false occluded=false "Submit price range"
[830] ref=e830 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Condition"
[836] ref=e836 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "New (670) Items"
[847] ref=e847 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Open box (132) Items"
[858] ref=e858 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Certified - Refurbished (247) Items"
[869] ref=e869 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Excellent - Refurbished (28) Items"
[880] ref=e880 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Very Good - Refurbished (31) Items"
[891] ref=e891 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Good - Refurbished (41) Items"
[902] ref=e902 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Used (852) Items"
[913] ref=e913 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "For parts or not working (9) Items"
[924] ref=e924 <button> role=button actions=click visible=true viewport=false hit=false occluded=false "see all - Condition - opens dialog"
[929] ref=e929 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Buying Format"
[935] ref=e935 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "All Listings (2,010) Items Filter Applied"
[947] ref=e947 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Auction (10) Items"
[957] ref=e957 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Buy It Now (2,004) Items"
[967] ref=e967 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Accepts Offers (629) Items"
[977] ref=e977 <div> role=button actions=click visible=true viewport=false hit=false occluded=false "Show only"
[983] ref=e983 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Free Returns"
[992] ref=e992 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Returns Accepted"
[1001] ref=e1001 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Authorized Seller"
[1010] ref=e1010 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Completed Items"
[1019] ref=e1019 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Sold Items"
[1028] ref=e1028 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Deals & Savings"
[1037] ref=e1037 <button> role=button actions=click visible=true viewport=false hit=false occluded=false "see all - Show only - opens dialog"
[1042] ref=e1042 <button> role=button actions=click visible=true viewport=false hit=false occluded=false "More filters..."
[1063] ref=e1063 <button> role=button actions=click visible=true viewport=true hit=true occluded=false "Save this search 16GB RAM 512GB SSD laptop search"
[1071] ref=e1071 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "All selected"
[1075] ref=e1075 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "Auction"
[1079] ref=e1079 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "Buy It Now"
[1084] ref=e1084 <button> role=button actions=click visible=true viewport=true hit=true occluded=false "Condition"
[1090] ref=g1090 <div> role=generic actions=scroll visible=true viewport=true hit=true occluded=false "Sort. Best Match selected."
[1092] ref=e1092 <button> role=button actions=click visible=true viewport=true hit=true occluded=false "Sort. Best Match selected."
[1099] ref=e1099 <button> role=button actions=click visible=true viewport=true hit=true occluded=false "View"
[1107] ref=e1107 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "Shop on eBay"
[1111] ref=e1111 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "Shop on eBay"
[1137] ref=e1137 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "Shop on eBay"
[1141] ref=e1141 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "Shop on eBay"
[1170] ref=g1170 <ul> role=generic actions=scroll visible=true viewport=true hit=true occluded=false
[1173] ref=e1173 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "$600.00 to $900.00 Remove filter"
[1186] ref=e1186 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "See events"
[1194] ref=e1194 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "Samsung Galaxy Book4 Pro 14" 16GB Ram 512GB SSD Intel Core Ultra 7 - New Other"
[1198] ref=e1198 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "watch Samsung Galaxy Book4 Pro 14" 16GB Ram 512GB SSD Intel Core Ultra 7 - New Other"
[1206] ref=e1206 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "See visually similar items"
[1212] ref=e1212 <a> role=link actions=click visible=true viewport=true hit=true occluded=false "Samsung Galaxy Book4 Pro 14" 16GB Ram 512GB SSD Intel Core Ultra 7 - New Other Opens in a new window or tab"
[1256] ref=e1256 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "Dell 15.6" FHD Gaming Laptop - Intel Core i7 4.80GHz 32GB RAM 1TB SSD NVIDIA RTX"
[1260] ref=e1260 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "watch Dell 15.6" FHD Gaming Laptop - Intel Core i7 4.80GHz 32GB RAM 1TB SSD NVIDIA RTX"
[1263] ref=e1263 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1266] ref=e1266 <a> role=link actions=click visible=true viewport=true hit=false occluded=false "Dell 15.6" FHD Gaming Laptop - Intel Core i7 4.80GHz 32GB RAM 1TB SSD NVIDIA RTX Opens in a new window or tab"
[1322] ref=e1322 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 HP Laptop Computer 15.6" FHD 8-Core Intel i3 Upto 32GB RAM 2TB SSD Win11Pro"
[1326] ref=e1326 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1329] ref=e1329 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 HP Laptop Computer 15.6" FHD 8-Core Intel i3 Upto 32GB RAM 2TB SSD Win11Pro Opens in a new window or tab"
[1380] ref=e1380 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "HP Laptop Computer 15.6" Touchscreen 13th Gen Intel i3, Up to 32GB RAM & 1TB SSD"
[1384] ref=e1384 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1387] ref=e1387 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "HP Laptop Computer 15.6" Touchscreen 13th Gen Intel i3, Up to 32GB RAM & 1TB SSD Opens in a new window or tab"
[1441] ref=e1441 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "HP Laptop i5 8th–12th Gen | 16GB – 64GB RAM | 128GB–2TB SSD | Windows 11 | WiFi"
[1445] ref=e1445 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1448] ref=e1448 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "HP Laptop i5 8th–12th Gen | 16GB – 64GB RAM | 128GB–2TB SSD | Windows 11 | WiFi Opens in a new window or tab"
[1507] ref=e1507 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Dell G5 15 Laptop | i7-10750H | 16GB RAM | 512GB M.2 SSD | RTX 2060 | Win 11 Pro"
[1511] ref=e1511 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch DELL G5 15 Laptop | i7-10750H | 16GB RAM | 512GB M.2 SSD | RTX 2060 | Win 11 Pro"
[1514] ref=e1514 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1517] ref=e1517 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Dell G5 15 Laptop | i7-10750H | 16GB RAM | 512GB M.2 SSD | RTX 2060 | Win 11 Pro Opens in a new window or tab"
[1570] ref=e1570 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Dell Pro 14 PC14250 FHD+ Ultra 5 235U 16GB RAM 512GB SSD Silver New"
[1574] ref=e1574 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch Dell Pro 14 PC14250 FHD+ Ultra 5 235U 16GB RAM 512GB SSD Silver New"
[1577] ref=e1577 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1580] ref=e1580 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Dell Pro 14 PC14250 FHD+ Ultra 5 235U 16GB RAM 512GB SSD Silver New Opens in a new window or tab"
[1628] ref=e1628 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "ASUS Vivobook 15 F1504V 15.6" FHD Intel® Core™ i5 120U 16GB RAM 512GB SSD Win 11"
[1632] ref=e1632 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch ASUS Vivobook 15 F1504V 15.6" FHD Intel® Core™ i5 120U 16GB RAM 512GB SSD Win 11"
[1636] ref=e1636 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1639] ref=e1639 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "ASUS Vivobook 15 F1504V 15.6" FHD Intel® Core™ i5 120U 16GB RAM 512GB SSD Win 11 Opens in a new window or tab"
[1688] ref=g1688 <ul> role=generic actions=scroll visible=true viewport=false hit=false occluded=false "Lenovo Thinkpad 14" FHD Touch Laptop AMD Ryzen 5 PRO 4.20GHz 48GB RAM 4TB SSD"
[1698] ref=e1698 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Lenovo Thinkpad 14" FHD Touch Laptop AMD Ryzen 5 PRO 4.20GHz 48GB RAM 4TB SSD"
[1703] ref=e1703 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1706] ref=e1706 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Lenovo Thinkpad 14" FHD Touch Laptop AMD Ryzen 5 PRO 4.20GHz 48GB RAM 4TB SSD Opens in a new window or tab"
[1734] ref=e1734 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 HP Victus Gaming Laptop 15.6" Intel i5-13420H RTX 3050 16GB RAM 512GB SSD"
[1738] ref=e1738 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch 2026 HP Victus Gaming Laptop 15.6" Intel i5-13420H RTX 3050 16GB RAM 512GB SSD"
[1741] ref=e1741 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1744] ref=e1744 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 HP Victus Gaming Laptop 15.6" Intel i5-13420H RTX 3050 16GB RAM 512GB SSD Opens in a new window or tab"
[1775] ref=e1775 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 ASUS Vivobook 14" FHD Laptop 13th Intel i7, 16GB RAM 512GB SSD, Win 11 Pro"
[1779] ref=e1779 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch 2026 ASUS Vivobook 14" FHD Laptop 13th Intel i7, 16GB RAM 512GB SSD, Win 11 Pro"
[1782] ref=e1782 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1785] ref=e1785 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 ASUS Vivobook 14" FHD Laptop 13th Intel i7, 16GB RAM 512GB SSD, Win 11 Pro Opens in a new window or tab"
[1816] ref=e1816 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Asus TUF F15 FX506HEB 15.6" i5-12500H 16GB RAM 512GB SSD GeForce RTX 3050 Open"
[1820] ref=e1820 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch Asus TUF F15 FX506HEB 15.6" i5-12500H 16GB RAM 512GB SSD GeForce RTX 3050 Open"
[1823] ref=e1823 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1826] ref=e1826 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Asus TUF F15 FX506HEB 15.6" i5-12500H 16GB RAM 512GB SSD GeForce RTX 3050 Open Opens in a new window or tab"
[1854] ref=e1854 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 Dell Inspiron 15 Touch Laptop 10-Core Intel i7, Up to 64GB RAM 2TB SSD Pro"
[1858] ref=e1858 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1861] ref=e1861 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 Dell Inspiron 15 Touch Laptop 10-Core Intel i7, Up to 64GB RAM 2TB SSD Pro Opens in a new window or tab"
[1892] ref=e1892 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 Lenovo IdeaPad Laptop 15.6 FHD 6-Core Ryzen 5 Upto 40GB RAM&2TB SSD Win Pro"
[1896] ref=e1896 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1899] ref=e1899 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 Lenovo IdeaPad Laptop 15.6 FHD 6-Core Ryzen 5 Upto 40GB RAM&2TB SSD Win Pro Opens in a new window or tab"
[1930] ref=e1930 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "HP Laptop Computer Office 2024 14" FHD Intel i3 Upto 4.1GH 32GB RAM 1TB SSD Pro"
[1934] ref=e1934 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1937] ref=e1937 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "HP Laptop Computer Office 2024 14" FHD Intel i3 Upto 4.1GH 32GB RAM 1TB SSD Pro Opens in a new window or tab"
[1964] ref=e1964 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Microsoft Surface Laptop 5 (1979) | i7-1265U | 16GB RAM | 512GB M.2 SSD | Win 11"
[1968] ref=e1968 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch Microsoft Surface Laptop 5 (1979) | i7-1265U | 16GB RAM | 512GB M.2 SSD | Win 11"
[1971] ref=e1971 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[1974] ref=e1974 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Microsoft Surface Laptop 5 (1979) | i7-1265U | 16GB RAM | 512GB M.2 SSD | Win 11 Opens in a new window or tab"
[2024] ref=e2024 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "HP EliteBook X 14 G1a 2.8K OLED Laptop Ryzen 7 PRO 360 16GB RAM 512GB SSD - Exc"
[2028] ref=e2028 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch HP EliteBook X 14 G1a 2.8K OLED Laptop Ryzen 7 PRO 360 16GB RAM 512GB SSD - Exc"
[2031] ref=e2031 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[2034] ref=e2034 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "HP EliteBook X 14 G1a 2.8K OLED Laptop Ryzen 7 PRO 360 16GB RAM 512GB SSD - Exc Opens in a new window or tab"
[2087] ref=e2087 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "ASUS Vivobook 16" WUXGA Laptop i7-1355U 16GB RAM 512GB SSD Win 11 - Open Box"
[2091] ref=e2091 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch ASUS Vivobook 16" WUXGA Laptop i7-1355U 16GB RAM 512GB SSD Win 11 - Open Box"
[2094] ref=e2094 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "ASUS Vivobook 16" WUXGA Laptop i7-1355U 16GB RAM 512GB SSD Win 11 - Open Box Opens in a new window or tab"
[2136] ref=e2136 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Microsoft Surface Laptop 5 (1979) | i7-1265U | 16GB RAM | 512GB M.2 SSD | Win 11"
[2140] ref=e2140 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch Microsoft Surface Laptop 5 (1979) | i7-1265U | 16GB RAM | 512GB M.2 SSD | Win 11"
[2143] ref=e2143 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[2146] ref=e2146 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "Microsoft Surface Laptop 5 (1979) | i7-1265U | 16GB RAM | 512GB M.2 SSD | Win 11 Opens in a new window or tab"
[2196] ref=e2196 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "GPD MicroPC 2 Mini Laptop PC 7-inch Intel Processor N250 16GB RAM + 512GB SSD"
[2200] ref=e2200 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "watch GPD MicroPC 2 Mini Laptop PC 7-inch Intel Processor N250 16GB RAM + 512GB SSD"
[2203] ref=e2203 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[2206] ref=e2206 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "GPD MicroPC 2 Mini Laptop PC 7-inch Intel Processor N250 16GB RAM + 512GB SSD Opens in a new window or tab"
[2249] ref=e2249 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 HP Laptop 15.6" Office 2024 8-Core AMD Ryzen 7 Up to 64GB RAM & 2TB SSD Pro"
[2253] ref=e2253 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "See visually similar items"
[2256] ref=e2256 <a> role=link actions=click visible=true viewport=false hit=false occluded=false "2026 HP Laptop 15.6" Office 2024 8-Core AMD Ryzen 7 Up to 64GB RAM & 2TB SSD Pro Opens in a new window or tab"
[2316] ref=e2316 <button> role=button actions=click visible=true viewport=false hit=false occluded=false "eBay.ai"
